GTIN,MRID
06281086002087,490301-0122-0401-03-04
05391189120203,190104-0122-6410-01-04
05391189131339,190104-0222-6410-01-04
03499320007023,380105-0129-0901-01-18
00300020429554,570305-0130-2713-01-17
06221032221308,070701-0130-6001-01-05
06291100083336,070701-0230-6001-01-05
06251065024911,640403-0130-2713-01-19
06251065002087,640403-0230-2713-01-19
06285095005770,280207-0101-5201-01-05
06291100781454,280207-0101-0901-01-18
06291100783496,280207-0101-5201-02-05
06281147003503,280207-0101-5201-03-05
05413868100334,280207-0101-0901-02-18
06297000859002,280207-0101-5201-04-05
06285147012916,280207-0101-5201-05-05
08058773460073,580105-0101-0601-01-18
06285147802821,580105-0122-2713-01-01
06221075011836,580105-0222-6401-01-04
96600000001821,580105-0122-0407-01-04
03582910027836,580105-0322-6409-01-04
05016007206272,580203-0101-5406-01-11
05016007205459,580203-0201-5406-01-11
96677000000387,580203-0230-2701-01-19
06285139000037,580203-0230-2713-01-01
06291100080960,780207-0130-6201-01-05
06291100081042,780207-0122-6401-01-04
06281080011511,780207-0130-6201-02-05
06251151001963,780207-0101-5406-01-05
06251148130324,780207-0130-6201-03-05
06251158050001,780207-0130-6201-04-05
06281086000342,780207-0130-6201-05-05
06281086000335,780207-0122-6401-02-04
06091403215560,240502-0222-2713-01-01
06091403215775,240502-0222-6410-01-11
06091403215829,240502-0122-6401-02-11
06286023000522,660105-0122-6410-01-04
06286023000539,660105-0222-6410-01-04
06286023000546,660105-0322-6410-01-04
06286023000553,660105-0422-6410-01-04
06285147803026,660105-0130-5401-01-19
06285147014910,660105-0122-6410-02-04
06285147014927,660105-0222-6410-02-04
06285147014934,660105-0422-6410-02-04
06285101005978,660105-0130-6201-01-05
06285101005985,660105-0122-6410-03-04
05413787011124,660105-0130-2701-01-19
05413787103997,660105-0130-6201-02-05
05413787002122,660105-0122-6410-04-04
05413787003129,660105-0222-6410-04-04
05413787004126,660105-0322-6410-03-04
05413787014224,660105-0422-6410-04-04
37332414126170,170502-0106-5401-01-03
37332414126989,170503-0106-5401-01-03
37332414126996,170503-0206-5401-01-03
06285095000263,290201-0101-5401-01-05
06285095002328,290201-0101-5401-01-05
08002660034281,060401-0107-5401-01-05
06285147013470,060401-0107-6201-01-05
06285085000143,060401-0307-6201-01-05
06285085000136,060401-0307-6201-01-05
06221032221551,060401-0307-6201-01-05
06288030000922,060401-0101-6201-01-05
06221508060516,060401-0307-6201-02-05
06221508060523,060401-0307-6201-02-05
06291100081028,060401-0107-6201-02-05
06285096003256,510107-0130-5401-01-05
06285096003737,510107-0122-6410-01-04
06285147002610,510107-0222-6410-01-04
06285147012183,510107-0122-6410-02-04
06285147004522,510107-0322-6410-01-04
06285096000354,510107-0230-5401-01-05
06285097001657,510107-0222-6410-02-04
06285096002617,510210-0122-6410-01-04
06285097002425,660106-0122-6402-01-04
06285097002494,660106-0222-6402-01-04
06285097001473,660106-0222-6402-01-04
06285096001696,660106-0322-6402-01-04
06285097002432,660106-0422-6402-01-04
06285097001480,660106-0422-6402-01-04
06281086003558,660106-0222-6401-01-04
06281086003565,660106-0322-6401-01-04
06281086003572,660106-0422-6401-01-04
96677000000341,660106-0222-6401-02-04
96677000000343,660106-0322-6401-02-04
96677000000342,660106-0422-6401-02-04
05290931032033,660106-0222-6401-03-04
05290931032040,660106-0322-6401-03-04
05290931032057,660106-0422-6401-03-04
06285101001321,660106-0222-6401-04-04
06285101001338,660106-0322-6401-04-04
06285101001345,660106-0422-6401-04-04
06285101001352,660106-0522-6401-01-04
06286219000183,660106-0222-6402-02-04
06286219000190,660106-0422-6402-02-04
05060147028539,180103-0122-2713-01-19
35821860003794,430501-0122-2713-01-17
35821860003800,430501-0222-2713-01-17
03582186002773,430501-0322-2713-01-17
06291100080823,020403-0122-0401-01-04
96600000000968,020403-0122-0401-02-04
06285088000713,020403-0222-0401-01-05
06285088000720,020403-0122-0401-03-05
06285147008407,020403-0222-0401-02-05
06285147008438,020403-0122-0401-04-05
06281086011966,020403-0222-0401-03-04
06281086001967,020403-0222-0401-03-04
06281086011232,020403-0122-0401-05-04
06281086011249,020403-0122-0401-05-04
06251159028627,020403-0222-0401-04-04
06251159028634,020403-0122-0401-06-04
07612797335611,543101-0122-6410-01-04
06285088003578,130110-0115-5402-01-19
06285074004374,541703-0130-5401-01-05
06285074004381,541703-0122-0401-01-05
06285074004367,541703-0222-0401-01-05
96677000000740,650504-0122-6410-01-04
96677000000741,650504-0222-6410-01-04
06285128012836,800702-0130-5406-01-11
05415062001974,800702-0130-5406-02-11
06285088000089,570112-0122-6410-01-04
06285088000096,570112-0222-6410-01-04
06285101001468,570112-0122-6410-02-07
06285101001475,570112-0222-6410-02-07
06286023000300,570403-0122-0401-01-04
06286023000102,570403-0222-0401-01-04
06286023000096,570403-0322-0401-01-04
06286023000317,570403-0422-0401-01-04
06286023000324,570403-0522-0401-01-04
06286023000072,570403-0622-0401-01-04
96677000005553,570403-0222-0401-02-04
96677000005552,570403-0322-0401-02-04
96677000005550,570403-0622-0401-02-04
06285094001186,570403-0222-0401-03-04
06285094001193,570403-0322-0401-03-04
06285094001209,570403-0622-0401-03-04
07640133680859,570403-0222-0401-04-04
07640133680866,570403-0322-0401-04-04
07640133680873,570403-0422-0401-02-04
07640133680880,570403-0622-0401-04-04
06285101003912,570403-0222-0401-05-04
06285101003929,570403-0322-0401-05-04
06285101003936,570403-0422-0401-03-04
06285101003943,570403-0622-0401-05-04
05036519003817,541704-0222-0401-01-04
05036519003824,541704-0122-0401-02-04
15285003473064,250102-0122-6410-01-04
15285003472821,250102-0222-6410-01-04
00366582509745,510603-0130-5402-01-19
00366582509738,510603-0122-6410-01-04
05200251680043,550204-0122-6410-01-04
07612791468766,550204-0122-6410-02-04
09403092903258,550204-0122-6401-01-11
08699525096975,550204-0122-6410-03-04
00771313231220,550204-0122-6410-04-04
06285094000974,550204-0122-6410-05-04
06281086005187,550204-0122-6410-06-04
06281086004623,550204-0122-6410-06-04
08430469181514,550204-0122-6410-07-04
96611223366990,550204-0122-6410-08-04
08718692510388,550403-0122-2706-01-19
08718692510395,550403-0222-2706-01-19
08718692510401,550403-0322-2706-01-19
08054083019581,550403-0522-2707-01-17
96600000003989,720301-0130-6201-01-05
96600000003862,720301-0122-6401-01-04
96600000003726,720301-0122-6401-01-04
96600000001163,660107-0122-6410-01-04
00771313231282,660107-0222-6410-01-04
06285145000236,660107-0222-6409-01-04
06285145000243,660107-0322-6409-01-04
96677000000282,660107-0222-6410-02-04
96677000000281,660107-0422-6410-01-04
06285101004643,660107-0130-2714-01-19
06285101002854,660107-0130-6201-01-05
06285101003776,660107-0122-6410-02-04
06285101004490,660107-0222-6409-02-05
06285101003493,660107-0222-6410-03-04
06285101004506,660107-0322-6409-02-05
06285101003509,660107-0322-6410-01-04
96677000005563,660107-0422-6410-02-04
96600000009204,660107-0130-5401-01-05
06286219000824,660107-0130-2713-01-19
06285097001695,660107-0130-5401-02-05
06285097001992,660107-0122-6410-03-04
06285097001671,660107-0222-6410-05-04
06285097001664,660107-0422-6410-03-04
06285128002608,660107-0130-5401-03-05
06285128018364,660107-0222-6410-06-05
06285128015059,660107-0422-6410-04-05
05606251002968,660107-0122-6410-04-04
05606251002975,660107-0222-6410-07-04
05606251002951,660107-0422-6410-05-04
06281086106976,660107-0130-5401-04-05
06281086706985,660107-0130-5401-04-05
06281086003633,660107-0122-6410-05-04
06281086003640,660107-0222-6410-08-04
06281086003435,660107-0322-6410-02-04
06281086003428,660107-0422-6410-06-04
06281086013588,660107-0222-6409-03-04
06281086003596,660107-0322-6409-03-04
96611223366672,660107-0130-2713-02-19
06288030002056,660107-0130-5401-05-05
06288030002049,660107-0130-5401-05-05
06288030002063,660107-0122-6410-06-04
06288030002094,660107-0222-6410-09-04
06285147012282,660107-0130-5401-06-05
06285147010318,660107-0122-6410-07-04
06285147802944,660107-0222-5402-01-19
06285147010356,660107-0222-6410-11-04
06285147010394,660107-0222-6410-11-04
06285147010271,660107-0422-6410-07-04
06285312000601,660107-0130-5401-07-05
06285312000564,660107-0222-6410-12-04
96600000009144,780303-0122-6410-01-04
06295143001005,780303-0122-6410-01-04
03838989688028,780303-0122-6410-02-04
06291103731562,780303-0122-6410-03-04
06291103731555,780303-0122-6410-03-04
96600000011167,780303-0130-5401-01-05
09501100942081,780303-0122-6410-04-04
06251599001273,780303-0130-6201-01-05
96677000005523,780303-0122-6401-01-04
06251599001334,780303-0122-6410-05-04
06285128012713,780303-0222-6201-01-05
99552163681900,780303-0130-6201-02-05
06285128006316,780303-0122-6410-06-04
99650181121137,780303-0122-6410-08-04
06281086005705,780303-0130-5401-02-05
06285096000743,780303-0122-6410-09-04
06285147012893,780303-0130-5401-03-04
06285147012855,780303-0122-6410-10-04
07640149616286,670404-0222-6401-01-04
09501100941992,481108-0122-6410-01-04
06291103730794,481108-0122-6410-02-04
06291103730510,481108-0122-6410-02-04
06286001000179,481108-0122-6410-03-04
06286001000186,481108-0222-6410-01-04
06251599004281,481108-0322-6410-01-04
06251599004311,481108-0122-6410-04-04
06251599004304,481108-0222-6410-02-04
26285157000716,481108-0122-6410-05-04
06285147802180,481108-0130-5401-01-19
06221025044037,481108-0122-6401-01-04
06281147005859,481108-0122-6410-06-04
06281147001912,481108-0222-6410-03-04
06295143000435,481108-0122-6410-07-04
06295143000428,481108-0122-6410-07-04
06285094000509,481108-0322-6410-02-04
06285094000516,481108-0122-6410-08-04
08430469182184,481108-0122-6410-09-04
08430469182191,481108-0122-6410-09-04
08430469182238,481108-0122-6410-09-04
06285104000666,481108-0122-6410-10-04
06192405001035,481108-0130-5401-02-19
06285105000719,481108-0122-6401-02-04
03838957006700,481108-0122-6410-11-04
06285145000199,481108-0122-6410-12-04
06285145000205,481108-0222-6410-04-04
06285101004995,481108-0130-5401-03-03
06285101003080,481108-0130-5401-03-03
06285101004315,481108-0322-6410-03-04
06285101001482,481108-0122-6410-13-04
06285101003998,481108-0222-6410-05-04
06281086705056,481108-0122-6410-14-04
06281086222744,481108-0222-6410-06-04
06251107426499,481108-0122-6410-15-04
06251107426505,481108-0222-6410-07-04
06286219000213,481108-0130-5401-04-03
06286219000206,481108-0130-5401-04-03
06251106802324,481108-0122-6410-16-04
00771313239011,481108-0322-6410-04-04
00771313239028,481108-0122-6410-17-04
06286059000060,481108-0322-6410-05-04
06286059000046,481108-0122-6410-18-04
06286059000053,481108-0222-6410-09-04
06285088001246,481108-0130-2713-01-19
06285088001239,481108-0322-6410-06-04
06285088001253,481108-0122-6410-19-04
06288030002230,481108-0322-6410-07-04
06288030002223,481108-0122-6410-21-04
06285074000475,410604-0122-6404-01-04
06285074000796,410604-0222-2901-01-07
06285447000095,410604-0322-6401-01-04
05997001365960,410604-0422-6401-01-04
06091403202348,450201-0141-6401-01-11
06091403202621,450201-0241-6401-01-11
04061842487721,450201-0341-6401-01-11
04061842476404,450201-0141-6401-02-11
04061842558568,450201-0241-6401-02-11
04061842493623,450201-0441-6401-01-11
06285095004643,640206-0101-5601-01-11
06285104000789,640206-0201-4001-01-18
06285111003414,640206-0301-2713-01-01
06285111003407,640206-0301-2713-01-01
06285147802241,640206-0301-2713-01-01
06285111003391,640206-0301-2713-01-01
04030539118118,640206-0401-2713-01-01
06291100081615,640206-0201-4001-02-18
06285111000819,640206-0301-2713-02-19
06285111000802,640206-0301-2713-02-19
06285111000826,640206-0401-2713-02-19
06285111003421,640206-0401-2713-02-19
06285111003445,640206-0401-2713-02-19
06285111003438,640206-0401-2713-02-19
96600000005366,640206-0401-0601-01-18
96600000007617,640206-0401-0601-01-18
06251600000585,640206-0401-0601-02-18
06281080013904,640206-0401-0601-04-18
06281080002250,640206-0401-0601-04-18
05290931022195,640206-0130-2713-01-01
04032129029965,640206-0201-4601-01-07
04032129029743,640206-0201-4601-01-07
06091403220151,640206-0101-5601-02-11
06251161010344,640206-0401-0601-05-18
96600000007869,640217-0101-5601-01-12
06285111003025,640207-0101-2713-01-03
07540187001016,640208-0130-2713-01-09
01081948202427,640208-0201-2713-01-09
03401564092338,630103-0130-2713-01-17
03401564093397,630103-0230-2713-01-17
03401564093229,630103-0230-2713-02-17
03401564093519,630103-0230-2713-02-17
96611223355686,630103-0330-0601-01-17
96611223355687,630103-0330-0601-02-17
06281147001332,640209-0129-0901-01-18
06281147001349,640209-0129-0901-01-18
06281147001356,640209-0129-0901-01-18
06285095004681,640209-0101-0901-01-18
99662799320000,640218-0129-0901-01-18
96600000006133,801009-0130-5406-01-11
96677000005518,060503-0141-0401-01-05
96677000005508,060503-0241-0401-01-05
06285079001668,100202-0122-6410-01-04
96600000003530,730301-0101-0901-01-05
96600000004959,730301-0101-5201-01-05
96600000007048,730301-0101-5401-01-05
18904091145123,481503-0122-6410-01-04
06281086105269,481503-0122-6410-02-04
96611223355713,481503-0122-6410-03-05
06285312000397,481503-0130-5401-01-03
96677000000681,481503-0230-6001-01-05
06285101003318,481503-0122-6410-05-04
06286434000388,481503-0122-6410-06-04
55415062006943,481503-0130-5401-02-03
99661529819000,060203-0101-1601-01-11
05413895030659,290302-0122-4001-01-18
05712249111809,100502-0130-2713-01-17
15712249001510,100502-0130-2713-02-17
06251106160288,260404-0122-6401-01-04
06251106160295,260404-0222-6401-01-04
06251106160301,260404-0322-6401-01-04
06285128000574,260404-0122-6410-01-04
06285128001519,260404-0222-6410-01-04
06285128001830,260404-0322-6410-01-04
06285105000917,260404-0122-6401-02-04
06285105000931,260404-0222-6401-02-04
06285105000955,260404-0322-6401-02-04
05000456006194,260404-0122-6401-03-04
05000456006156,260404-0222-6401-03-04
05000456006170,260404-0322-6401-03-04
06285101002588,260404-0122-6401-04-04
06285101002595,260404-0222-6401-04-04
06285101002601,260404-0322-6401-04-04
06285312000458,260601-0122-6401-01-04
06285312000441,260601-0222-6401-01-04
96600000002661,260503-0122-6401-01-04
96600000002505,681501-0222-6401-01-11
06291100080632,481109-0122-6410-01-04
06291100082674,481109-0122-6410-01-04
05397203001329,270106-0122-0401-01-05
05397203001336,270106-0222-0401-01-05
05397203001343,270106-0322-0401-01-05
03574661382470,070801-0122-0401-01-04
03574661089584,070801-0122-6416-01-04
03574661089591,070801-0122-6416-01-04
06285128002653,780208-0130-6201-01-05
06285128000260,780208-0122-6401-01-04
06281086000557,780208-0130-6201-02-05
06281086000519,780208-0122-6401-02-04
06291103731272,780208-0122-6401-03-04
06285105000771,780208-0130-6201-03-05
06285105000795,780208-0122-6401-04-04
06291100083138,780208-0130-6201-04-05
06285145000083,780208-0122-6401-05-04
06251107291011,780208-0130-6201-05-05
06251107290014,780208-0122-6401-06-04
06285085000198,780208-0130-6201-06-05
06285085001621,780208-0122-6401-07-04
06281080001529,780208-0130-6201-07-05
06281080010088,780208-0122-6401-08-04
06285101002250,780208-0122-6401-09-04
96600000000212,780208-0122-6401-10-04
06281086010624,780208-0130-6201-08-05
06281086010655,780208-0122-6401-11-04
06281086012574,780208-0122-6401-11-04
06295143001906,780208-0130-6201-09-05
06295143001883,780208-0122-6401-12-04
06251065014691,780208-0130-6201-10-05
06251106200182,780208-0130-6201-11-05
06251106200175,780208-0122-6401-13-04
96600000006654,740303-0130-6201-01-05
06285074004176,740303-0122-6401-01-04
06281147004371,740303-0130-6201-02-05
06285104000864,740303-0130-6201-03-05
06281086011980,740303-0130-6201-04-05
05415062370063,540505-0122-6410-01-05
05415062370070,540505-0222-6410-01-05
06285095007873,580501-0122-6410-01-04
06251870071001,580501-0122-6410-02-04
06251910000695,580501-0122-6410-03-04
06281086004135,580501-0222-6410-01-04
06281086704141,580501-0122-6410-04-04
06281086006337,580501-0122-6410-05-04
06285101001734,580501-0122-6410-06-04
06285094001179,580501-0122-6410-07-04
06285147803378,580501-0122-2710-01-19
06285147006168,580501-0122-6410-08-04
06281086310083,260105-0122-6410-01-04
06281086310090,260105-0222-6410-01-04
06285193000059,260105-0122-6410-02-04
06285193000042,260105-0222-6410-02-04
06251154102025,260105-0122-6410-03-04
06291103730145,260105-0122-6410-05-04
06291103730671,260105-0222-6410-04-04
06281086002049,260105-0322-6410-01-04
06281086012031,260105-0122-6410-07-04
06281086012154,260105-0222-6410-05-04
06281080011900,260105-0122-6410-08-04
06281080011894,260105-0222-6410-06-04
06281086310113,260205-0122-6410-01-04
06281086310106,260205-0222-6410-01-04
06285193000073,260205-0122-6410-02-04
96600000002240,260205-0322-6401-01-04
06281086013250,260205-0322-6410-01-04
06281086012147,260205-0122-6410-03-04
06281086012130,260205-0222-6410-03-04
06297000720173,801203-0101-0601-01-05
06285094000769,590102-0122-4301-01-03
06285094000288,590102-0222-6401-01-04
06285094000776,590102-0322-4301-01-03
06285128012942,280208-0101-0901-01-18
06285147015245,681601-0122-6410-01-04
06285147015252,681601-0222-6410-01-04
96611223366564,681601-0322-6410-01-04
96677000000658,681601-0122-6410-02-04
96677000000657,681601-0222-6410-02-04
96677000000656,681601-0322-6410-02-04
96677000000655,681601-0422-6410-01-04
05060475950274,681601-0122-6410-03-04
05060475950342,681601-0222-6410-03-04
05060475950359,681601-0322-6410-03-04
07640133688459,160204-0122-2706-01-19
00359572775015,160204-0222-2706-01-19
04027269913816,410107-0109-2706-01-19
07640111934158,200103-0122-6410-02-04
00300651429183,060402-0101-5406-01-11
05413895042218,060402-0101-5406-02-11
06281147005163,060414-0104-2301-01-03
07640153086129,060414-0104-4803-01-03
06221508060912,020601-0130-2305-01-05
06221508014519,020601-0122-6402-01-04
06225000198487,020601-0222-6402-01-04
06231508061018,020701-0130-2305-01-05
96600000008642,020701-0122-6402-01-04
06221032160423,060404-0104-2303-01-03
96600000007678,020302-0122-6001-01-05
06285111000963,060405-0101-2713-01-19
06285111003483,060405-0101-2713-01-01
06285111003384,060405-0201-2713-01-19
06285111003377,060405-0201-2713-01-19
06225000198449,120402-0104-2303-01-03
96600000003541,870206-0130-5401-01-19
06285111000253,060406-0101-5401-01-05
06285111001359,060406-0101-5401-01-03
06298044065718,060406-0101-5401-01-04
06285111000451,060406-0101-5401-01-05
96600000001731,060406-0201-2713-01-05
06285111000444,060406-0201-5401-01-05
06285111000246,060406-0201-5401-01-05
06298044065671,060406-0201-5401-01-04
06285085003373,060406-0201-5401-01-03
96600000001779,060406-0201-2713-01-05
96600000002365,690205-0122-6401-02-11
96600000001704,690205-0222-6401-02-11
06285096001344,510604-0122-6410-01-04
06285096001351,510604-0222-6410-01-04
00366582500537,531001-0102-2713-01-19
06285097001718,531002-0102-2713-01-19
06285097002289,531003-0199-2713-01-19
06251154024013,720102-0122-6401-01-04
06291100084975,720102-0122-6401-02-04
05413868100686,720102-0101-6001-01-05
05413868100693,720102-0122-6401-03-04
06251154027021,030501-0122-6410-01-04
06285101002175,030501-0122-6410-02-04
06285101004384,030501-0222-6409-01-04
08002660034786,030501-0222-0407-01-04
06281080010101,030501-0122-6410-03-04
06281080015502,030501-0222-0401-01-04
06285128004671,030501-0122-6410-04-04
06221075011591,030501-0322-6401-01-04
06281086011768,030501-0122-6401-01-04
06281086012208,030501-0222-0408-01-04
99661003221839,430601-0130-2713-01-19
06251154154024,780305-0122-6401-01-04
06251154040013,160103-0141-6410-01-04
14987028666919,160103-0141-2701-01-01
14987028666926,160103-0141-6401-01-04
05415062001875,410605-0130-2715-01-19
05415062003831,410605-0122-6401-01-05
06285101002199,580601-0130-6201-01-05
06285101002182,580601-0122-6410-01-04
06285101002205,580601-0222-6410-01-04
06285085000853,580601-0122-0401-02-04
06281086020999,580601-0222-6401-01-04
06281086010990,580601-0222-6401-01-04
06281086000991,580601-0222-6401-01-04
05415062001752,580601-0222-6410-02-04
07640153080370,710701-0122-6410-01-04
96600000005803,410606-0322-0401-01-11
96600000004048,410606-0122-0401-01-11
06285074001564,870402-0122-5401-01-05
06281080011023,580502-0122-6401-01-04
06281080011016,580502-0122-6401-01-04
06281080011009,580502-0222-6401-01-04
06285128002813,580502-0122-6401-02-04
06285128002806,580502-0222-6401-02-04
06285079000715,580502-0122-6401-03-11
06285079001804,580502-0122-6401-03-11
06285079001019,580502-0222-6401-03-04
06285079000746,580502-0222-6401-03-04
06251159025206,580502-0122-0401-01-04
06251159025213,580502-0122-0401-01-04
06251159025237,580502-0222-0401-01-04
06251159025220,580502-0222-0401-01-04
06295143000558,580502-0122-6401-04-04
06295143000589,580502-0222-6401-04-04
06251154071024,580502-0122-6401-05-04
06251154071017,580502-0122-6401-05-04
06251154072014,580502-0222-6401-05-04
06251154072021,580502-0222-6401-05-04
06251600001094,580502-0122-6401-06-04
06251600001117,580502-0222-6401-06-04
06091403216048,541106-0122-6410-01-04
18902319071124,541106-0130-2706-01-19
06285101003301,690701-0122-6410-01-04
05702150151193,690701-0122-6410-02-04
05702150152725,690701-0222-6410-01-04
06286219000671,690701-0122-6410-03-04
06286219000688,690701-0222-6410-02-04
06285145000274,690701-0122-6410-05-04
06285145000281,690701-0222-6410-03-04
06285128018753,690701-0122-6410-06-04
08002660024510,690701-0122-6410-07-04
08699540008755,690701-0122-6410-08-04
00771313237314,690701-0122-6410-09-04
06285147012237,690701-0122-6410-10-04
06285147012244,690701-0222-6410-04-04
96611223344568,690701-0122-6410-11-04
06281086293331,690701-0122-6410-12-04
06281086003343,690701-0222-6410-05-04
96800000000027,531102-0141-2715-01-17
05415062383933,531102-0241-2715-01-17
03664798008876,531101-0141-2713-01-19
03664798003185,531101-0141-2713-01-19
06285096002600,531101-0241-2706-01-19
05415062337615,531101-0341-2706-01-19
06221032323002,410108-0109-2710-01-01
07640128548584,410108-0109-2706-01-01
07640128544807,410108-0109-2706-01-01
07640128546375,410108-0109-2706-01-19
07640180265399,410108-0109-2706-01-19
07640128546337,410108-0309-2706-01-19
07640128546344,410108-0409-2706-01-19
07612291067575,410108-0109-2706-02-19
07612291067605,410108-0109-2706-02-19
96677000000309,410108-0209-2706-03-19
96677000000310,410108-0509-2706-01-19
07640129620579,020702-0122-0401-01-04
96600000003583,310103-0104-5401-01-05
96600000005023,310104-0101-5401-01-18
96600000007188,590305-0104-4001-01-07
96600000005052,590305-0104-4001-01-07
00000088822549,310105-0101-5401-01-18
07540187001009,640210-0101-2713-01-09
96600000007690,640210-0101-5401-01-09
06285084000052,640210-0101-2713-02-09
06285084000045,640211-0101-2713-01-99
06192405002339,640212-0122-2713-01-09
06192405002346,640213-0130-2713-01-09
06285096002211,760402-0122-2706-01-19
06285096002839,760402-0130-2713-01-17
06285096002822,760402-0130-2713-01-17
06091403216093,542004-0122-6401-02-11
96600000001881,800904-0101-5406-01-05
05290931026667,481703-0122-2706-01-19
05290931026629,481703-0222-2706-01-19
06285101003004,481703-0104-2706-01-19
06285101002991,481703-0122-2706-02-19
05415062368534,481703-0104-2706-02-19
05415062340853,481703-0122-2706-03-19
96677000000239,481703-0122-2706-04-19
96677000000238,481703-0222-2706-02-19
04052682036514,481703-0122-2706-05-19
04052682036507,481703-0222-2706-03-19
06281086504116,481703-0104-2706-03-19
06281086504109,481703-0122-2706-06-19
06291100087198,481703-0104-4801-01-19
06291100087181,481703-0122-4801-01-19
18907010009520,481703-0104-2706-04-19
18907010009506,481703-0122-2706-07-19
99660504221917,481703-0122-2706-08-19
99660504221916,481703-0222-2706-04-19
99661505222023,481703-0322-2706-01-19
07640129621521,070901-0122-6410-01-04
07640129620555,070901-0222-5901-01-04
07640129621569,070901-0322-6404-01-04
99662806222271,070901-0422-6409-01-04
07640128548270,070901-0104-1701-01-07
07640128543619,070901-0104-2301-01-03
07640180265566,070901-0104-5901-01-07
07640180265375,070901-0104-6409-01-04
07640180265054,070901-0204-2301-01-03
96677000000300,070901-0222-6409-01-04
07640128543817,070901-0304-4801-01-03
04032717013208,070901-0107-1701-01-18
04032717013215,070901-0222-6406-01-04
05413760238951,770106-0130-2713-01-01
00085412661711,770106-0122-6410-01-04
00085412659930,770106-0222-6410-01-04
06291100082865,101001-0122-6410-01-04
96600000004720,101001-0222-6410-01-04
96600000004776,101001-0322-6410-01-04
06251158370307,101001-0322-6409-01-04
06281086001523,101001-0222-6401-01-04
06281086006474,101001-0122-6409-01-04
06281086006481,101001-0122-6409-01-04
06281086013670,101001-0422-6409-01-04
06285101002212,101001-0122-6410-02-04
06285101002229,101001-0222-6410-02-04
06285101003769,101001-0122-6409-02-04
06285101003707,101001-0122-6409-02-04
06285101003790,101001-0122-6409-02-04
06285101003714,101001-0422-6409-02-04
06285101003721,101001-0422-6409-02-04
06285101002960,101001-0322-6409-02-04
06281080007262,101001-0122-6410-03-04
04027269913489,101001-0222-6410-03-04
04027269913496,101001-0322-6410-02-04
06281080006531,101001-0422-6409-03-04
04054839745195,101001-0322-6409-03-04
06286059000220,101001-0422-6409-04-04
06286059000237,101001-0422-6409-04-04
06286059000244,101001-0422-6409-04-04
06286059000251,101001-0322-6409-04-04
06286059000268,101001-0322-6409-04-04
06286059000275,101001-0322-6409-04-04
06285147003136,101001-0122-6410-04-04
06285147003372,101001-0222-6410-04-04
05907626706390,101001-0322-6410-03-04
06285105001440,101001-0122-6410-05-04
06285101005190,100405-0122-6410-01-04
06285101005206,100405-0122-6410-01-04
06285104000925,100405-0122-6410-02-04
06285104000932,100405-0222-6410-01-04
06285101005282,100406-0122-6410-01-05
06285101005299,100406-0222-6410-01-05
05000456021203,100406-0122-6411-01-04
05000456021180,100406-0222-6411-01-04
05000456021210,100406-0322-6411-01-04
05000456021197,100406-0422-6411-01-04
06285079001248,100407-0122-6410-01-04
06285079001224,100407-0222-6410-01-04
06285079001231,100407-0322-6410-01-04
06285079001217,100407-0422-6410-01-04
00366582508724,100408-0122-6410-01-04
00366582508717,100408-0222-6410-01-04
06285088000379,100409-0122-6401-01-04
06281086630020,100409-0222-6401-01-04
06281086630037,100409-0322-6401-01-04
06281080002458,100409-0222-6410-01-04
06281080002465,100409-0322-6410-01-04
06281086003442,100410-0122-6410-01-04
96611223355710,100410-0122-6410-02-04
06285101003820,100411-0122-6410-01-04
06281080015106,100411-0222-6410-01-04
06281080015113,100411-0122-6410-02-04
06285147005642,100411-0222-6401-01-05
06285147005659,100411-0122-6401-01-05
05000456019200,100412-0122-6409-01-05
05000456019217,100412-0222-6409-01-05
05000456019224,100412-0322-6409-01-05
06281086002797,100413-0122-6410-01-04
06281086002780,100413-0222-6410-01-04
06285193000110,100413-0122-6401-01-04
06285193000127,100413-0222-6401-01-04
00366582505136,100413-0322-6409-01-05
00366582505150,100413-0122-6409-01-05
00366582505143,100413-0422-6409-01-05
07612797216989,100414-0122-6410-01-04
07612797216972,100414-0222-6410-01-04
06285094000400,100414-0122-6410-02-04
06285094000394,100414-0222-6410-02-04
05014124143739,700501-0130-5401-01-05
05014124143807,700501-0130-5401-01-05
06221035401059,481504-0104-2303-01-05
06225000198494,481504-0204-2303-01-03
99661104221933,543201-0130-5401-01-05
06286023000225,543201-0122-6401-01-04
07613421035105,543201-0122-6401-01-04
05015997441151,543201-0230-2713-01-19
05015997442615,543201-0230-2713-01-19
96600000004614,543201-0330-2713-01-19
09088881286196,543201-0430-2713-01-19
09088880727553,543201-0330-2713-02-19
09088882427833,543201-0330-2713-02-19
07613421035242,543201-0330-2713-02-19
04037353016408,543201-0530-2713-01-17
04037353016415,543201-0530-2713-01-17
04037353016897,543201-0530-2713-01-17
04037353016392,543201-0530-2713-01-17
96600000001798,543201-0530-2713-01-17
05055565752685,543201-0230-2713-02-19
05055565752692,543201-0230-2713-02-19
05055565752708,543201-0230-2713-02-19
96677000000682,543201-0230-2713-03-19
96600000001034,320501-0101-5401-01-05
96600000001513,320501-0122-0401-02-11
96600000002114,320501-0122-0401-02-04
09334258003072,650801-0101-3501-01-05
09334258003041,650801-0101-3501-01-05
09334258003034,650801-0101-3501-01-05
15285003473033,200601-0122-6401-01-04
96600000008213,200601-0122-6401-02-04
96600000008546,200601-0122-6401-02-04
